Datum,Stuttgart,Berlin,MÃ¼nchen
2024-01-03 23:50:00+00:00,8.3,9.0,7.1
2024-01-04 00:00:00+00:00,8.2,9.0,6.9
2024-01-04 00:10:00+00:00,7.7,9.1,6.8
2024-01-04 00:20:00+00:00,7.6,9.0,6.6
2024-01-04 00:30:00+00:00,7.3,9.0,6.8
2024-01-04 00:40:00+00:00,7.4,9.0,7.0
2024-01-04 00:50:00+00:00,7.6,9.1,6.9
2024-01-04 01:00:00+00:00,7.3,9.1,7.2
2024-01-04 01:10:00+00:00,7.3,9.1,7.6
2024-01-04 01:20:00+00:00,7.0,9.1,7.7
2024-01-04 01:30:00+00:00,7.1,9.1,7.9
2024-01-04 01:40:00+00:00,7.0,9.0,7.8
2024-01-04 01:50:00+00:00,7.0,9.0,7.9
2024-01-04 02:00:00+00:00,7.2,9.0,7.7
2024-01-04 02:10:00+00:00,7.0,8.9,7.6
2024-01-04 02:20:00+00:00,6.8,8.6,7.7
2024-01-04 02:30:00+00:00,7.2,8.5,7.9
2024-01-04 02:40:00+00:00,7.4,8.7,7.9
2024-01-04 02:50:00+00:00,7.1,8.6,7.8
2024-01-04 03:00:00+00:00,6.9,8.4,7.9
2024-01-04 03:10:00+00:00,6.7,8.1,8.0
2024-01-04 03:20:00+00:00,6.9,7.8,7.8
2024-01-04 03:30:00+00:00,7.0,7.7,7.8
2024-01-04 03:40:00+00:00,7.0,7.9,7.7
2024-01-04 03:50:00+00:00,7.2,8.0,7.6
2024-01-04 04:00:00+00:00,7.3,8.0,7.5
2024-01-04 04:10:00+00:00,7.7,8.0,7.2
2024-01-04 04:20:00+00:00,8.0,8.0,7.4
2024-01-04 04:30:00+00:00,8.3,8.0,7.3
2024-01-04 04:40:00+00:00,8.3,8.0,7.3
2024-01-04 04:50:00+00:00,8.1,7.9,7.0
2024-01-04 05:00:00+00:00,8.1,7.9,7.0
2024-01-04 05:10:00+00:00,7.8,7.8,7.1
2024-01-04 05:20:00+00:00,7.7,7.8,7.1
2024-01-04 05:30:00+00:00,7.8,7.8,7.0
2024-01-04 05:40:00+00:00,7.5,7.7,6.9
2024-01-04 05:50:00+00:00,7.8,7.8,6.7
2024-01-04 06:00:00+00:00,7.8,7.7,6.8
2024-01-04 06:10:00+00:00,7.7,7.7,6.9
2024-01-04 06:20:00+00:00,7.8,7.7,6.8
2024-01-04 06:30:00+00:00,8.1,7.6,7.1
2024-01-04 06:40:00+00:00,7.9,7.5,7.1
2024-01-04 06:50:00+00:00,7.9,7.1,7.2
2024-01-04 07:00:00+00:00,8.1,6.9,6.9
2024-01-04 07:10:00+00:00,8.1,6.8,7.1
2024-01-04 07:20:00+00:00,8.1,6.7,6.8
2024-01-04 07:30:00+00:00,8.1,6.3,6.8
2024-01-04 07:40:00+00:00,7.8,5.7,6.9
2024-01-04 07:50:00+00:00,7.4,5.6,7.3
2024-01-04 08:00:00+00:00,7.3,5.4,7.3
2024-01-04 08:10:00+00:00,7.3,5.5,7.5
2024-01-04 08:20:00+00:00,7.4,5.2,7.4
2024-01-04 08:30:00+00:00,7.6,5.3,7.4
2024-01-04 08:40:00+00:00,7.9,5.3,7.3
2024-01-04 08:50:00+00:00,8.1,5.2,7.5
2024-01-04 09:00:00+00:00,8.1,4.9,7.4
2024-01-04 09:10:00+00:00,8.3,4.7,7.4
2024-01-04 09:20:00+00:00,8.0,4.5,7.6
2024-01-04 09:30:00+00:00,8.4,4.4,7.8
2024-01-04 09:40:00+00:00,8.6,4.3,7.6
2024-01-04 09:50:00+00:00,8.7,4.3,7.7
2024-01-04 10:00:00+00:00,8.6,4.2,8.0
2024-01-04 10:10:00+00:00,8.5,4.2,8.0
2024-01-04 10:20:00+00:00,8.2,4.1,8.6
2024-01-04 10:30:00+00:00,7.7,4.1,8.4
2024-01-04 10:40:00+00:00,7.3,4.0,8.4
2024-01-04 10:50:00+00:00,7.2,4.0,8.4
2024-01-04 11:00:00+00:00,7.5,3.9,8.7
2024-01-04 11:10:00+00:00,8.1,4.0,8.6
2024-01-04 11:20:00+00:00,8.1,3.9,8.7
2024-01-04 11:30:00+00:00,7.7,3.9,8.6
2024-01-04 11:40:00+00:00,7.6,3.8,8.5
2024-01-04 11:50:00+00:00,7.3,3.7,8.9
2024-01-04 12:00:00+00:00,7.7,3.5,8.9
2024-01-04 12:10:00+00:00,7.9,3.3,8.9
2024-01-04 12:20:00+00:00,8.4,3.1,8.7
2024-01-04 12:30:00+00:00,8.6,3.1,9.0
2024-01-04 12:40:00+00:00,8.9,3.0,8.3
2024-01-04 12:50:00+00:00,9.5,3.0,7.9
2024-01-04 13:00:00+00:00,9.4,3.0,8.0
2024-01-04 13:10:00+00:00,9.3,2.8,8.4
2024-01-04 13:20:00+00:00,9.1,2.8,7.4
2024-01-04 13:30:00+00:00,8.9,2.8,7.5
2024-01-04 13:40:00+00:00,8.9,2.7,8.0
2024-01-04 13:50:00+00:00,8.9,2.7,8.0
2024-01-04 14:00:00+00:00,8.9,2.8,7.5
2024-01-04 14:10:00+00:00,8.8,2.8,6.8
2024-01-04 14:20:00+00:00,8.6,2.7,7.0
2024-01-04 14:30:00+00:00,8.5,2.5,7.1
2024-01-04 14:40:00+00:00,8.5,2.4,7.1
2024-01-04 14:50:00+00:00,8.5,1.9,7.2
2024-01-04 15:00:00+00:00,8.4,2.1,6.7
2024-01-04 15:10:00+00:00,8.4,2.0,6.5
2024-01-04 15:20:00+00:00,8.3,2.0,6.6
2024-01-04 15:30:00+00:00,8.3,1.9,6.6
2024-01-04 15:40:00+00:00,8.1,1.8,6.3
2024-01-04 15:50:00+00:00,8.1,1.6,6.8
2024-01-04 16:00:00+00:00,7.9,1.5,6.5
2024-01-04 16:10:00+00:00,7.6,1.3,4.9
2024-01-04 16:20:00+00:00,7.6,1.2,5.0
2024-01-04 16:30:00+00:00,7.6,1.2,5.4
2024-01-04 16:40:00+00:00,7.4,1.2,5.4
2024-01-04 16:50:00+00:00,7.6,1.3,5.4
2024-01-04 17:00:00+00:00,7.3,1.2,5.5
2024-01-04 17:10:00+00:00,7.0,1.1,5.9
2024-01-04 17:20:00+00:00,7.1,1.0,5.9
2024-01-04 17:30:00+00:00,7.4,0.8,5.5
2024-01-04 17:40:00+00:00,7.7,0.7,5.4
2024-01-04 17:50:00+00:00,7.4,0.8,5.6
2024-01-04 18:00:00+00:00,7.6,0.8,5.7
2024-01-04 18:10:00+00:00,7.7,0.6,5.6
2024-01-04 18:20:00+00:00,7.3,0.5,5.0
2024-01-04 18:30:00+00:00,7.2,0.5,4.8
2024-01-04 18:40:00+00:00,7.2,0.4,4.7
2024-01-04 18:50:00+00:00,7.1,0.6,4.8
2024-01-04 19:00:00+00:00,7.1,0.7,4.6
2024-01-04 19:10:00+00:00,6.9,0.6,4.3
2024-01-04 19:20:00+00:00,6.9,0.6,3.5
2024-01-04 19:30:00+00:00,6.8,0.6,5.1
2024-01-04 19:40:00+00:00,7.1,0.6,3.8
2024-01-04 19:50:00+00:00,7.1,0.5,3.8
2024-01-04 20:00:00+00:00,7.2,0.6,4.1
2024-01-04 20:10:00+00:00,6.6,0.6,4.1
2024-01-04 20:20:00+00:00,6.1,0.7,4.2
2024-01-04 20:30:00+00:00,6.1,0.7,3.8
2024-01-04 20:40:00+00:00,6.2,0.5,2.5
2024-01-04 20:50:00+00:00,6.0,0.6,2.1
2024-01-04 21:00:00+00:00,5.9,0.5,3.7
2024-01-04 21:10:00+00:00,6.1,0.4,3.2
2024-01-04 21:20:00+00:00,6.0,0.7,3.2
2024-01-04 21:30:00+00:00,5.8,0.7,2.1
2024-01-04 21:40:00+00:00,6.0,0.7,2.1
2024-01-04 21:50:00+00:00,5.8,0.4,1.9
2024-01-04 22:00:00+00:00,5.7,0.6,3.6
2024-01-04 22:10:00+00:00,5.6,0.8,2.2
2024-01-04 22:20:00+00:00,5.6,0.9,2.2
2024-01-04 22:30:00+00:00,5.6,0.9,1.8
2024-01-04 22:40:00+00:00,5.4,0.7,3.2
2024-01-04 22:50:00+00:00,5.4,0.7,3.1
2024-01-04 23:00:00+00:00,5.7,0.8,2.2
2024-01-04 23:10:00+00:00,5.5,0.9,1.8
2024-01-04 23:20:00+00:00,5.4,0.8,2.5
2024-01-04 23:30:00+00:00,5.4,0.9,2.2
2024-01-04 23:40:00+00:00,5.3,0.9,1.7
2024-01-04 23:50:00+00:00,5.3,0.8,1.6
2024-01-05 00:00:00+00:00,5.2,0.8,1.9
2024-01-05 00:10:00+00:00,5.2,0.7,1.7
2024-01-05 00:20:00+00:00,5.2,0.8,1.3
2024-01-05 00:30:00+00:00,5.1,0.8,1.5
2024-01-05 00:40:00+00:00,5.2,0.9,1.9
2024-01-05 00:50:00+00:00,5.1,0.9,1.4
2024-01-05 01:00:00+00:00,5.2,0.9,2.2
2024-01-05 01:10:00+00:00,5.2,0.8,1.6
2024-01-05 01:20:00+00:00,5.7,0.9,2.4
2024-01-05 01:30:00+00:00,6.5,0.8,1.5
2024-01-05 01:40:00+00:00,5.4,0.7,0.6
2024-01-05 01:50:00+00:00,5.2,0.8,0.3
2024-01-05 02:00:00+00:00,5.2,0.8,0.0
2024-01-05 02:10:00+00:00,5.3,0.8,-0.1
2024-01-05 02:20:00+00:00,5.3,0.9,-0.3
2024-01-05 02:30:00+00:00,5.2,0.9,-0.6
2024-01-05 02:40:00+00:00,5.1,0.8,-0.3
2024-01-05 02:50:00+00:00,5.2,0.8,-0.2
2024-01-05 03:00:00+00:00,5.3,0.8,0.0
2024-01-05 03:10:00+00:00,5.5,0.7,0.5
2024-01-05 03:20:00+00:00,5.6,0.8,0.6
2024-01-05 03:30:00+00:00,5.8,0.6,0.1
2024-01-05 03:40:00+00:00,5.9,0.6,1.1
2024-01-05 03:50:00+00:00,6.3,0.6,0.1
2024-01-05 04:00:00+00:00,6.4,0.6,0.3
2024-01-05 04:10:00+00:00,7.1,0.6,0.1
2024-01-05 04:20:00+00:00,7.3,0.7,0.0
2024-01-05 04:30:00+00:00,7.9,0.6,-0.4
2024-01-05 04:40:00+00:00,8.0,0.6,-0.6
2024-01-05 04:50:00+00:00,8.0,0.7,-0.8
2024-01-05 05:00:00+00:00,7.9,0.6,-0.4
2024-01-05 05:10:00+00:00,7.9,0.5,0.0
2024-01-05 05:20:00+00:00,7.9,0.5,0.5
2024-01-05 05:30:00+00:00,7.9,0.4,0.7
2024-01-05 05:40:00+00:00,7.9,0.3,1.0
2024-01-05 05:50:00+00:00,7.7,0.3,0.4
2024-01-05 06:00:00+00:00,7.5,0.4,0.0
2024-01-05 06:10:00+00:00,7.6,0.4,-0.2
2024-01-05 06:20:00+00:00,7.5,0.4,-0.5
2024-01-05 06:30:00+00:00,7.6,0.3,0.0
2024-01-05 06:40:00+00:00,7.6,0.2,0.0
2024-01-05 06:50:00+00:00,7.7,0.1,0.1
2024-01-05 07:00:00+00:00,7.5,0.0,1.1
2024-01-05 07:10:00+00:00,7.5,-0.1,0.1
2024-01-05 07:20:00+00:00,7.6,-0.2,-0.7
2024-01-05 07:30:00+00:00,7.5,-0.2,-0.1
2024-01-05 07:40:00+00:00,7.0,-0.2,0.4
2024-01-05 07:50:00+00:00,7.1,-0.2,0.3
2024-01-05 08:00:00+00:00,7.2,-0.2,0.1
2024-01-05 08:10:00+00:00,7.8,-0.2,0.4
2024-01-05 08:20:00+00:00,6.1,-0.2,0.4
2024-01-05 08:30:00+00:00,5.9,-0.1,0.5
2024-01-05 08:40:00+00:00,6.0,-0.1,0.8
2024-01-05 08:50:00+00:00,6.2,-0.1,0.8
2024-01-05 09:00:00+00:00,6.3,-0.1,1.6
2024-01-05 09:10:00+00:00,6.5,-0.1,1.7
2024-01-05 09:20:00+00:00,6.7,-0.1,2.0
2024-01-05 09:30:00+00:00,6.8,-0.1,2.0
2024-01-05 09:40:00+00:00,7.4,-0.1,2.4
2024-01-05 09:50:00+00:00,7.1,0.0,2.7
2024-01-05 10:00:00+00:00,6.8,0.0,2.7
2024-01-05 10:10:00+00:00,6.9,0.1,2.9
2024-01-05 10:20:00+00:00,7.6,0.1,3.1
2024-01-05 10:30:00+00:00,7.7,0.1,3.6
2024-01-05 10:40:00+00:00,7.7,0.1,3.7
2024-01-05 10:50:00+00:00,7.3,0.1,4.0
2024-01-05 11:00:00+00:00,7.6,0.2,4.2
2024-01-05 11:10:00+00:00,8.1,0.2,4.7
2024-01-05 11:20:00+00:00,8.1,0.2,4.8
2024-01-05 11:30:00+00:00,7.9,0.3,5.1
2024-01-05 11:40:00+00:00,7.9,0.3,5.4
2024-01-05 11:50:00+00:00,7.8,0.3,5.5
2024-01-05 12:00:00+00:00,7.8,0.3,5.6
2024-01-05 12:10:00+00:00,7.9,0.3,5.3
2024-01-05 12:20:00+00:00,8.0,0.4,5.0
2024-01-05 12:30:00+00:00,7.9,0.4,5.0
2024-01-05 12:40:00+00:00,8.0,0.4,5.2
2024-01-05 12:50:00+00:00,8.1,0.4,5.7
2024-01-05 13:00:00+00:00,8.1,0.4,5.4
2024-01-05 13:10:00+00:00,8.2,0.4,5.2
2024-01-05 13:20:00+00:00,8.2,0.4,5.3
2024-01-05 13:30:00+00:00,8.2,0.4,5.5
2024-01-05 13:40:00+00:00,8.3,0.4,5.6
2024-01-05 13:50:00+00:00,8.3,0.4,5.8
2024-01-05 14:00:00+00:00,8.3,0.4,5.9
2024-01-05 14:10:00+00:00,8.2,0.4,5.6
2024-01-05 14:20:00+00:00,8.2,0.4,5.7
2024-01-05 14:30:00+00:00,8.2,0.4,5.7
2024-01-05 14:40:00+00:00,8.3,0.5,5.7
2024-01-05 14:50:00+00:00,8.2,0.5,5.6
2024-01-05 15:00:00+00:00,8.2,0.5,5.8
2024-01-05 15:10:00+00:00,8.1,0.6,5.6
2024-01-05 15:20:00+00:00,7.9,0.5,5.3
2024-01-05 15:30:00+00:00,7.9,0.6,5.3
2024-01-05 15:40:00+00:00,7.8,0.6,5.0
2024-01-05 15:50:00+00:00,7.8,0.6,5.5
2024-01-05 16:00:00+00:00,8.1,0.6,5.7
2024-01-05 16:10:00+00:00,8.1,0.7,5.6
2024-01-05 16:20:00+00:00,8.1,0.7,5.3
2024-01-05 16:30:00+00:00,8.0,0.7,6.3
2024-01-05 16:40:00+00:00,7.4,0.8,6.2
2024-01-05 16:50:00+00:00,7.2,0.8,6.1
2024-01-05 17:00:00+00:00,6.7,0.8,5.6
2024-01-05 17:10:00+00:00,6.8,0.8,5.4
2024-01-05 17:20:00+00:00,6.8,0.9,5.8
2024-01-05 17:30:00+00:00,6.9,0.8,5.6
2024-01-05 17:40:00+00:00,6.9,0.9,5.5
2024-01-05 17:50:00+00:00,6.9,0.8,5.6
2024-01-05 18:00:00+00:00,7.1,0.9,5.9
2024-01-05 18:10:00+00:00,7.3,0.9,5.6
2024-01-05 18:20:00+00:00,7.6,0.8,5.6
2024-01-05 18:30:00+00:00,6.9,0.9,5.9
2024-01-05 18:40:00+00:00,6.8,0.8,5.9
2024-01-05 18:50:00+00:00,6.8,0.8,5.6
2024-01-05 19:00:00+00:00,6.8,0.8,6.1
2024-01-05 19:10:00+00:00,6.8,0.8,5.4
2024-01-05 19:20:00+00:00,6.4,0.8,5.4
2024-01-05 19:30:00+00:00,6.4,0.9,5.4
2024-01-05 19:40:00+00:00,5.9,0.9,5.6
2024-01-05 19:50:00+00:00,6.3,0.9,5.8
2024-01-05 20:00:00+00:00,6.1,0.9,5.1
2024-01-05 20:10:00+00:00,6.0,0.9,5.5
2024-01-05 20:20:00+00:00,6.2,0.9,5.2
2024-01-05 20:30:00+00:00,5.7,0.9,5.2
2024-01-05 20:40:00+00:00,5.7,0.9,5.2
2024-01-05 20:50:00+00:00,5.6,0.9,5.1
2024-01-05 21:00:00+00:00,5.8,0.9,5.1
2024-01-05 21:10:00+00:00,5.7,0.9,5.1
2024-01-05 21:20:00+00:00,5.7,0.9,5.0
2024-01-05 21:30:00+00:00,5.7,0.9,5.1
2024-01-05 21:40:00+00:00,5.6,1.0,5.0
2024-01-05 21:50:00+00:00,5.5,0.9,4.8
2024-01-05 22:00:00+00:00,5.5,0.9,4.9
2024-01-05 22:10:00+00:00,5.5,0.9,5.0
2024-01-05 22:20:00+00:00,5.3,0.9,4.8
2024-01-05 22:30:00+00:00,5.3,0.9,4.7
2024-01-05 22:40:00+00:00,5.3,0.9,5.1
2024-01-05 22:50:00+00:00,5.1,0.9,4.8
2024-01-05 23:00:00+00:00,4.9,0.9,4.9
2024-01-05 23:10:00+00:00,5.0,0.9,5.0
2024-01-05 23:20:00+00:00,4.9,0.9,4.9
2024-01-05 23:30:00+00:00,4.6,0.9,4.7
2024-01-05 23:40:00+00:00,4.9,0.9,4.7
2024-01-05 23:50:00+00:00,4.7,0.8,4.7
2024-01-06 00:00:00+00:00,5.0,0.8,4.7
2024-01-06 00:10:00+00:00,4.9,0.7,4.7
2024-01-06 00:20:00+00:00,4.9,0.7,4.7
2024-01-06 00:30:00+00:00,5.0,0.7,4.7
2024-01-06 00:40:00+00:00,4.9,0.7,4.7
2024-01-06 00:50:00+00:00,4.9,0.7,4.6
2024-01-06 01:00:00+00:00,4.8,0.7,4.5
2024-01-06 01:10:00+00:00,4.8,0.6,4.6
2024-01-06 01:20:00+00:00,4.7,0.6,4.6
2024-01-06 01:30:00+00:00,4.7,0.6,4.5
2024-01-06 01:40:00+00:00,4.7,0.6,4.5
2024-01-06 01:50:00+00:00,4.6,0.6,4.6
2024-01-06 02:00:00+00:00,4.7,0.6,4.6
2024-01-06 02:10:00+00:00,4.7,0.6,4.4
2024-01-06 02:20:00+00:00,4.7,0.6,4.4
2024-01-06 02:30:00+00:00,4.7,0.6,4.5
2024-01-06 02:40:00+00:00,4.6,0.6,4.5
2024-01-06 02:50:00+00:00,4.6,0.6,4.5
2024-01-06 03:00:00+00:00,4.9,0.5,4.5
2024-01-06 03:10:00+00:00,4.8,0.6,4.6
2024-01-06 03:20:00+00:00,4.8,0.6,4.6
2024-01-06 03:30:00+00:00,4.6,0.5,4.6
2024-01-06 03:40:00+00:00,4.5,0.5,4.7
2024-01-06 03:50:00+00:00,4.5,0.5,4.7
2024-01-06 04:00:00+00:00,4.4,0.5,4.7
2024-01-06 04:10:00+00:00,4.4,0.5,4.6
2024-01-06 04:20:00+00:00,4.4,0.5,4.7
2024-01-06 04:30:00+00:00,4.5,0.5,4.6
2024-01-06 04:40:00+00:00,4.4,0.5,4.5
2024-01-06 04:50:00+00:00,4.4,0.4,4.5
2024-01-06 05:00:00+00:00,4.3,0.4,4.4
2024-01-06 05:10:00+00:00,4.2,0.4,4.4
2024-01-06 05:20:00+00:00,4.2,0.4,4.6
2024-01-06 05:30:00+00:00,4.3,0.4,4.6
2024-01-06 05:40:00+00:00,4.1,0.4,4.4
2024-01-06 05:50:00+00:00,4.2,0.4,4.3
2024-01-06 06:00:00+00:00,4.0,0.3,4.2
2024-01-06 06:10:00+00:00,4.1,0.3,4.1
2024-01-06 06:20:00+00:00,4.2,0.3,3.9
2024-01-06 06:30:00+00:00,4.0,0.3,3.9
2024-01-06 06:40:00+00:00,4.0,0.3,3.8
2024-01-06 06:50:00+00:00,4.1,0.3,3.7
2024-01-06 07:00:00+00:00,4.3,0.2,3.6
2024-01-06 07:10:00+00:00,4.4,0.1,3.5
2024-01-06 07:20:00+00:00,4.3,0.1,3.5
2024-01-06 07:30:00+00:00,4.3,0.0,3.6
2024-01-06 07:40:00+00:00,4.5,0.0,3.6
2024-01-06 07:50:00+00:00,4.6,-0.1,3.5
2024-01-06 08:00:00+00:00,4.7,-0.3,3.6
2024-01-06 08:10:00+00:00,4.8,-0.3,3.7
2024-01-06 08:20:00+00:00,4.9,-0.3,3.6
2024-01-06 08:30:00+00:00,4.9,-0.4,3.4
2024-01-06 08:40:00+00:00,4.9,-0.4,3.5
2024-01-06 08:50:00+00:00,5.0,-0.4,3.5
2024-01-06 09:00:00+00:00,5.1,-0.4,3.6
2024-01-06 09:10:00+00:00,5.1,-0.4,3.6
2024-01-06 09:20:00+00:00,5.0,-0.5,3.7
2024-01-06 09:30:00+00:00,4.9,-0.4,3.8
2024-01-06 09:40:00+00:00,5.0,-0.5,3.7
2024-01-06 09:50:00+00:00,5.0,-0.5,3.7
2024-01-06 10:00:00+00:00,5.1,-0.5,3.9
2024-01-06 10:10:00+00:00,5.1,-0.5,3.8
2024-01-06 10:20:00+00:00,5.0,-0.5,3.9
2024-01-06 10:30:00+00:00,5.0,-0.5,3.9
2024-01-06 10:40:00+00:00,5.0,-0.5,4.0
2024-01-06 10:50:00+00:00,5.0,-0.4,4.1
2024-01-06 11:00:00+00:00,4.9,-0.4,4.2
2024-01-06 11:10:00+00:00,4.9,-0.4,4.2
2024-01-06 11:20:00+00:00,4.9,-0.4,4.3
2024-01-06 11:30:00+00:00,4.9,-0.5,4.2
2024-01-06 11:40:00+00:00,5.0,-0.5,4.2
2024-01-06 11:50:00+00:00,4.9,-0.5,4.1
2024-01-06 12:00:00+00:00,4.9,-0.4,4.1
2024-01-06 12:10:00+00:00,4.9,-0.5,4.1
2024-01-06 12:20:00+00:00,4.9,-0.5,4.0
2024-01-06 12:30:00+00:00,4.8,-0.4,4.0
2024-01-06 12:40:00+00:00,4.8,-0.5,4.0
2024-01-06 12:50:00+00:00,4.8,-0.5,4.0
2024-01-06 13:00:00+00:00,4.8,-0.5,4.0
2024-01-06 13:10:00+00:00,4.8,-0.5,4.0
2024-01-06 13:20:00+00:00,4.7,-0.5,4.0
2024-01-06 13:30:00+00:00,4.7,-0.5,4.0
2024-01-06 13:40:00+00:00,4.6,-0.6,3.9
2024-01-06 13:50:00+00:00,4.5,-0.7,3.7
2024-01-06 14:00:00+00:00,4.5,-0.7,3.7
2024-01-06 14:10:00+00:00,4.5,-0.7,3.7
2024-01-06 14:20:00+00:00,4.5,-0.7,3.6
2024-01-06 14:30:00+00:00,4.5,-0.7,3.5
2024-01-06 14:40:00+00:00,4.5,-0.7,3.4
2024-01-06 14:50:00+00:00,4.5,-0.7,3.4
2024-01-06 15:00:00+00:00,4.6,-0.7,3.3
2024-01-06 15:10:00+00:00,4.6,-0.7,3.4
2024-01-06 15:20:00+00:00,4.6,-0.6,3.3
2024-01-06 15:30:00+00:00,4.5,-0.6,3.1
2024-01-06 15:40:00+00:00,4.5,-0.6,3.0
2024-01-06 15:50:00+00:00,4.4,-0.6,2.9
2024-01-06 16:00:00+00:00,4.4,-0.6,2.9
2024-01-06 16:10:00+00:00,4.4,-0.6,2.9
2024-01-06 16:20:00+00:00,4.4,-0.6,2.9
2024-01-06 16:30:00+00:00,4.4,-0.6,2.9
2024-01-06 16:40:00+00:00,4.3,-0.6,2.8
2024-01-06 16:50:00+00:00,4.3,-0.6,2.8
2024-01-06 17:00:00+00:00,4.3,-0.6,2.6
2024-01-06 17:10:00+00:00,4.3,-0.7,2.6
2024-01-06 17:20:00+00:00,4.3,-0.7,2.4
2024-01-06 17:30:00+00:00,4.3,-0.7,2.4
2024-01-06 17:40:00+00:00,4.4,-0.8,2.3
2024-01-06 17:50:00+00:00,4.4,-0.8,2.2
2024-01-06 18:00:00+00:00,4.4,-0.8,2.2
2024-01-06 18:10:00+00:00,4.4,-0.8,2.1
2024-01-06 18:20:00+00:00,4.3,-0.8,2.0
2024-01-06 18:30:00+00:00,4.3,-0.9,2.0
2024-01-06 18:40:00+00:00,4.3,-0.9,1.9
2024-01-06 18:50:00+00:00,4.3,-1.0,1.9
2024-01-06 19:00:00+00:00,4.3,-1.0,2.0
2024-01-06 19:10:00+00:00,4.2,-1.0,2.0
2024-01-06 19:20:00+00:00,4.2,-0.9,2.0
2024-01-06 19:30:00+00:00,4.2,-0.9,2.1
2024-01-06 19:40:00+00:00,4.2,-1.0,2.1
2024-01-06 19:50:00+00:00,4.2,-0.9,2.2
2024-01-06 20:00:00+00:00,4.3,-1.1,2.2
2024-01-06 20:10:00+00:00,4.3,-1.0,2.2
2024-01-06 20:20:00+00:00,4.3,-1.1,2.2
2024-01-06 20:30:00+00:00,4.3,-1.2,2.2
2024-01-06 20:40:00+00:00,4.3,-1.3,2.2
2024-01-06 20:50:00+00:00,4.3,-1.5,2.1
2024-01-06 21:00:00+00:00,4.2,-1.6,2.1
2024-01-06 21:10:00+00:00,4.2,-1.4,2.0
2024-01-06 21:20:00+00:00,4.1,-1.3,2.0
2024-01-06 21:30:00+00:00,4.1,-1.2,2.0
2024-01-06 21:40:00+00:00,4.2,-1.1,2.1
2024-01-06 21:50:00+00:00,4.1,-1.1,2.2
2024-01-06 22:00:00+00:00,4.1,-1.1,2.3
2024-01-06 22:10:00+00:00,4.2,-1.2,2.2
2024-01-06 22:20:00+00:00,4.2,-1.2,2.1
2024-01-06 22:30:00+00:00,4.2,-1.2,2.1
2024-01-06 22:40:00+00:00,4.3,-1.2,2.1
2024-01-06 22:50:00+00:00,4.3,-1.2,2.1
2024-01-06 23:00:00+00:00,4.3,-1.2,2.0
2024-01-06 23:10:00+00:00,4.3,-1.2,2.1
2024-01-06 23:20:00+00:00,4.3,-1.2,2.0
2024-01-06 23:30:00+00:00,4.3,-1.2,2.1
2024-01-06 23:40:00+00:00,4.3,-1.2,2.1
2024-01-06 23:50:00+00:00,4.3,-1.2,2.2
2024-01-07 00:00:00+00:00,4.3,-1.3,2.2
